699.83 698.75 697.53 696.48 697.29 696.70 698.43 700.56 700.28 698.77 699.38 701.53 702.20 705.47 711.07 713.47 718.86 720.50 741.72 766.06 742.76 744.07 761.98 784.89 798.22 802.09 807.31 815.26 818.90 803.54 818.17 840.50 844.46 850.09 863.16 875.45 885.04 893.37 897.10 902.03 906.55 910.43 913.75 918.88 925.05 929.19 932.94 936.56 937.29 936.04 938.77 942.02 944.41 947.13 948.87 950.34 951.34 951.45 951.01 949.82 943.35 944.69 955.27 958.50 962.09 967.00 965.41 964.21 974.13 976.67 968.15 963.86 975.63 987.53 994.27 997.61 994.58 990.59 1002.01 1008.90 1006.02 1021.40 1031.00 1035.90 1036.30 1038.91 1044.10 1046.10 1046.80 1046.80 1047.30 1047.70 1047.50 1045.99 1036.19 1021.30 1021.81 1026.20 1028.79 998.83 1018.72 1037.01 1043.71 1059.01 1068.20 1073.19 1065.69 1057.21 1066.50 1071.30 1075.10 1076.20 1078.20 1080.30 1082.40 1084.90 1087.30 1089.70 1092.40 1095.40 1098.41 1103.51 1109.41 1117.62 1127.70 1132.10 1134.80 1134.30 1131.30 1128.79 1124.90 1124.20 1121.60 1124.61 1128.90 1130.70 1131.50 1133.40 1136.21 1139.60 1140.80 1141.00 1139.00 1137.90 1138.10 1140.01 1145.70 1143.59 1138.10 1137.59 1133.80 1133.30 1133.90 1132.30 1131.10 1128.39 1116.68 1120.00 1113.00 1107.90
703.66 703.94 702.16 701.06 703.88 704.01 700.85 702.02 702.89 703.28 705.66 707.42 711.11 717.00 724.95 729.67 739.22 746.73 735.16 758.56 774.44 760.42 760.11 762.92 779.12 804.17 821.83 828.95 835.29 840.12 844.79 850.21 845.66 862.97 871.25 875.22 874.49 884.95 895.78 903.32 905.94 908.10 911.00 915.22 923.37 929.40 933.84 937.29 939.23 940.61 942.45 944.97 947.43 949.97 951.64 953.48 954.92 955.13 955.07 954.06 943.30 952.58 958.35 962.25 968.25 971.83 971.05 969.55 967.31 974.67 980.03 978.84 971.92 980.00 987.54 996.37 1003.20 1004.90 997.74 1009.11 1005.73 1023.11 1034.30 1039.60 1041.01 1042.71 1045.81 1048.20 1049.21 1049.71 1050.11 1050.71 1053.31 1056.00 1045.73 1036.95 1036.44 1040.15 1046.34 1049.23 1047.96 1053.95 1063.73 1070.72 1075.91 1077.29 1072.79 1061.54 1071.73 1078.12 1080.31 1081.51 1083.12 1085.11 1087.21 1089.51 1091.91 1094.42 1097.03 1102.14 1110.45 1118.55 1126.05 1133.55 1141.82 1144.61 1142.30 1140.00 1137.91 1136.00 1133.01 1130.51 1125.52 1127.61 1131.61 1134.21 1136.41 1136.31 1137.81 1141.61 1143.70 1144.41 1142.02 1142.22 1143.21 1144.62 1150.78 1151.17 1142.19 1137.00 1136.11 1136.71 1137.11 1137.41 1139.80 1135.85 1116.01 1114.82 1110.21 1112.30
719.07 714.50 711.94 711.46 711.35 710.45 707.23 708.15 710.62 712.53 715.62 723.90 744.27 747.74 752.73 764.94 763.93 776.42 749.05 759.78 785.63 790.63 791.56 774.58 786.69 798.16 819.69 832.58 840.24 846.39 852.00 859.14 865.22 868.79 872.27 866.12 882.57 888.29 889.86 892.57 900.71 908.55 914.45 919.42 922.30 927.01 932.68 936.74 939.73 942.26 945.07 947.87 950.90 953.91 956.40 958.00 959.14 961.19 960.64 959.71 951.72 951.56 960.16 966.50 971.18 973.73 976.57 977.92 972.58 971.41 977.57 982.37 984.69 979.18 984.32 991.64 1003.50 1006.99 1011.28 1011.40 1022.69 1024.30 1034.10 1040.60 1043.30 1044.70 1047.40 1049.60 1051.20 1052.10 1054.20 1054.10 1055.90 1057.30 1058.47 1059.66 1051.39 1055.89 1059.88 1062.88 1066.38 1070.28 1074.09 1077.29 1079.10 1075.10 1067.31 1071.00 1080.49 1083.59 1084.80 1086.30 1087.90 1089.80 1091.90 1094.10 1096.30 1098.70 1104.10 1115.19 1125.59 1133.79 1140.99 1146.10 1149.89 1150.19 1145.09 1142.39 1140.69 1139.69 1137.29 1135.49 1130.30 1130.40 1135.20 1136.60 1138.60 1139.30 1140.60 1143.00 1144.00 1146.80 1150.19 1149.69 1148.19 1148.20 1146.50 1141.61 1139.90 1138.20 1138.20 1138.80 1139.40 1139.90 1141.18 1115.99 1114.26 1111.92 1112.19 1115.12
755.67 750.64 736.92 733.20 736.06 720.64 716.69 718.43 732.36 742.60 736.26 745.51 771.63 773.59 760.93 783.97 787.58 781.62 757.93 764.38 783.56 797.50 800.53 793.36 790.57 814.12 809.57 834.25 843.59 851.53 860.14 868.22 874.86 878.60 884.35 886.80 883.55 885.15 891.77 888.94 904.60 910.52 913.91 918.88 926.44 930.24 934.44 937.35 940.30 943.29 947.03 950.13 954.32 960.21 963.58 961.83 962.13 963.08 958.78 957.95 955.76 948.39 957.58 963.44 963.22 967.81 974.51 978.49 979.07 975.50 978.92 982.64 989.12 981.39 991.21 993.80 993.62 1002.81 1013.31 1019.21 1024.31 1031.10 1035.31 1040.81 1044.50 1047.21 1049.51 1051.81 1053.71 1056.71 1058.10 1057.50 1058.60 1059.20 1059.10 1056.01 1057.52 1063.21 1066.91 1070.61 1073.51 1075.71 1077.80 1079.80 1077.89 1071.02 1075.92 1078.12 1085.21 1087.41 1089.21 1090.81 1092.61 1094.41 1096.51 1098.62 1100.82 1107.03 1117.14 1127.13 1138.13 1150.62 1156.90 1156.49 1152.20 1151.69 1146.20 1144.40 1143.50 1143.50 1141.80 1138.70 1133.40 1133.61 1138.81 1139.91 1141.31 1142.70 1143.31 1144.61 1146.01 1149.81 1154.59 1151.09 1147.80 1145.40 1143.50 1141.60 1140.41 1140.11 1141.21 1141.51 1141.80 1141.38 1136.17 1115.93 1114.41 1113.43 1113.19 1119.00
768.90 766.77 763.41 766.56 767.00 754.37 747.73 752.13 771.90 776.76 773.94 767.50 781.43 784.31 775.86 791.90 796.94 793.54 781.20 773.95 769.22 795.83 805.45 810.53 804.77 804.85 830.23 825.36 841.54 853.65 861.69 867.58 871.37 876.15 882.38 889.95 893.63 893.28 897.01 899.53 895.12 901.95 911.45 918.70 923.98 929.15 934.38 937.80 940.50 943.89 948.07 951.50 956.49 963.56 965.00 964.35 964.45 965.04 959.25 957.50 956.93 952.86 958.00 959.91 961.55 966.83 972.45 977.07 980.77 978.43 977.99 985.17 990.78 986.29 993.74 1001.60 998.51 1003.22 1014.10 1021.79 1027.20 1032.02 1038.91 1043.11 1046.21 1049.02 1052.22 1055.42 1059.41 1060.41 1060.31 1060.41 1061.01 1061.41 1060.41 1061.02 1064.81 1067.32 1069.91 1073.01 1075.91 1078.21 1080.01 1081.21 1078.00 1078.22 1087.02 1089.01 1087.82 1090.92 1093.02 1095.32 1097.32 1099.12 1101.03 1104.26 1111.68 1122.27 1131.66 1139.47 1153.24 1161.92 1164.28 1156.69 1152.60 1150.50 1147.00 1146.10 1145.70 1145.30 1144.00 1141.30 1135.31 1136.93 1143.22 1143.62 1145.12 1145.91 1146.11 1146.92 1149.41 1152.11 1153.59 1151.60 1147.81 1147.21 1146.61 1146.01 1144.62 1144.92 1146.02 1146.12 1145.51 1144.76 1123.96 1116.99 1117.37 1115.10 1108.75 1120.76
772.02 772.83 771.52 772.96 776.13 775.45 776.90 779.76 784.96 787.48 789.70 790.99 792.73 795.95 792.98 798.52 803.99 806.25 806.91 803.21 787.34 774.27 799.62 816.38 826.27 808.81 833.11 840.13 843.04 849.62 856.95 865.33 872.05 880.65 887.37 891.23 895.90 899.16 902.16 904.45 906.40 914.14 915.30 914.44 925.35 930.67 934.62 937.28 940.56 944.15 948.02 951.74 955.46 960.91 966.16 968.53 968.54 965.04 960.80 960.90 967.23 961.79 959.21 968.41 966.59 969.38 978.43 981.51 984.85 984.67 978.60 980.84 987.85 988.84 994.74 1001.60 1002.70 1009.10 1011.41 1018.21 1026.91 1035.30 1040.70 1045.20 1048.60 1052.30 1056.61 1060.80 1061.60 1062.10 1062.50 1062.90 1062.70 1062.90 1063.60 1065.00 1067.50 1070.20 1072.90 1075.60 1078.50 1081.00 1082.90 1083.40 1077.90 1080.61 1090.80 1092.00 1092.70 1095.30 1097.80 1100.00 1102.00 1103.90 1107.71 1117.21 1127.91 1135.41 1144.91 1152.71 1161.51 1167.39 1162.59 1154.80 1152.60 1150.40 1148.30 1147.20 1146.50 1146.90 1145.60 1141.99 1137.31 1141.71 1146.10 1148.70 1149.60 1148.40 1148.80 1150.40 1152.30 1153.50 1152.70 1151.60 1150.70 1151.10 1150.60 1149.90 1148.70 1150.10 1151.40 1150.80 1148.29 1141.58 1123.23 1119.19 1118.75 1117.68 1117.05 1119.66
775.13 776.94 777.95 780.13 781.40 783.12 784.79 787.14 790.08 793.02 795.93 798.19 800.29 802.65 804.77 807.76 811.26 814.04 815.69 814.77 815.50 805.44 777.93 820.74 838.77 829.84 828.72 846.05 851.34 857.86 865.09 872.57 878.96 883.40 887.64 894.10 898.80 901.79 906.62 909.57 910.95 915.02 921.19 921.46 919.66 930.69 934.45 936.81 940.47 943.93 947.34 951.36 955.49 960.25 967.02 971.37 968.76 962.96 964.55 963.50 972.16 965.30 962.64 970.76 972.39 966.38 970.41 976.12 982.93 987.64 984.47 982.10 986.94 992.05 997.26 1003.42 1007.52 1013.52 1019.42 1025.72 1033.01 1038.01 1042.41 1047.41 1051.91 1056.91 1061.40 1062.40 1063.20 1063.90 1064.61 1065.21 1065.01 1065.81 1066.71 1067.81 1070.11 1073.21 1076.01 1078.61 1081.21 1083.81 1086.01 1085.50 1079.06 1086.02 1093.21 1094.72 1097.21 1100.02 1102.82 1105.03 1107.24 1113.55 1122.13 1131.92 1136.42 1142.13 1152.72 1161.81 1165.28 1164.77 1157.49 1154.49 1152.20 1150.20 1149.20 1148.20 1147.30 1146.80 1145.69 1142.20 1140.01 1145.91 1148.70 1151.40 1150.90 1149.60 1150.61 1153.10 1154.30 1154.40 1153.60 1153.21 1154.11 1155.61 1154.30 1152.11 1151.21 1152.20 1151.80 1151.41 1150.60 1139.80 1124.58 1122.93 1122.20 1120.09 1119.30 1138.44
778.37 776.88 778.41 782.23 785.47 787.40 789.53 792.00 795.23 798.69 801.66 804.39 806.96 809.59 812.41 815.73 819.09 822.01 824.37 825.56 826.42 826.45 823.87 792.96 841.79 847.29 839.38 849.61 856.40 863.37 870.19 877.15 883.97 888.01 887.29 893.49 900.89 906.16 907.86 910.89 915.68 918.36 921.06 925.32 928.65 925.10 929.76 936.02 940.28 943.63 946.02 949.44 954.48 959.82 966.67 970.56 966.88 965.94 967.43 967.30 970.31 963.32 965.74 972.75 977.24 974.94 969.81 970.60 974.52 985.04 990.95 986.46 988.32 993.55 1000.40 1007.70 1013.30 1020.89 1026.60 1031.70 1036.50 1040.80 1044.60 1050.60 1055.50 1060.70 1061.80 1062.80 1063.90 1064.80 1066.30 1067.40 1068.00 1069.10 1070.30 1071.90 1073.70 1076.10 1078.90 1081.70 1083.90 1086.30 1088.60 1086.20 1083.00 1092.40 1096.40 1098.80 1101.90 1105.00 1108.10 1112.80 1119.79 1128.19 1133.09 1137.10 1141.10 1148.21 1159.10 1163.70 1160.60 1157.70 1154.60 1153.30 1151.70 1150.20 1149.70 1149.10 1148.20 1146.20 1144.00 1141.10 1142.41 1147.50 1148.90 1150.10 1149.90 1150.00 1151.90 1154.00 1154.60 1154.80 1155.00 1155.50 1156.70 1157.70 1157.29 1154.80 1153.60 1153.40 1153.60 1154.20 1155.18 1148.07 1125.88 1124.28 1124.83 1123.72 1121.05 1135.10
779.62 774.67 783.32 786.16 789.71 791.64 793.57 796.18 799.54 802.77 805.90 808.77 812.18 815.33 818.35 821.78 825.33 829.08 833.10 836.25 838.32 844.25 847.66 831.29 830.27 851.55 852.91 848.63 857.33 864.60 872.95 879.78 883.53 870.60 872.23 888.09 896.77 903.61 907.04 910.97 916.19 920.34 924.92 927.90 931.66 934.29 934.17 932.91 938.31 942.75 945.12 948.87 952.69 957.59 964.39 969.88 969.38 970.24 971.34 971.43 971.31 967.78 963.76 974.51 981.95 983.05 975.10 972.94 979.33 978.50 985.40 990.63 992.41 996.27 1004.21 1014.21 1020.21 1026.01 1030.61 1034.51 1039.21 1043.70 1048.01 1052.50 1055.90 1059.00 1061.00 1062.70 1064.10 1065.10 1066.70 1068.80 1070.70 1072.40 1073.91 1075.41 1077.21 1079.11 1081.71 1084.50 1086.60 1088.70 1090.09 1083.71 1088.11 1095.41 1099.11 1102.81 1106.41 1110.62 1118.83 1128.72 1135.12 1139.82 1143.62 1145.92 1149.41 1154.60 1160.20 1161.49 1155.39 1153.70 1153.60 1152.60 1151.40 1150.20 1149.69 1148.49 1146.10 1144.50 1142.90 1141.40 1143.01 1146.80 1148.80 1149.90 1150.71 1152.41 1154.31 1156.00 1156.50 1156.90 1157.40 1157.40 1158.20 1159.10 1159.60 1158.50 1156.40 1156.41 1157.01 1158.91 1159.80 1157.64 1132.07 1126.74 1128.24 1128.46 1127.29 1122.75
768.41 772.35 775.93 782.66 788.90 793.60 796.93 799.58 801.32 804.39 810.38 813.43 816.67 819.97 823.12 826.52 830.13 834.26 839.26 844.98 850.45 850.53 851.03 853.40 831.76 846.12 857.20 859.73 851.03 854.16 866.38 867.97 861.61 883.38 894.74 893.71 885.10 897.67 904.07 906.44 912.53 916.89 921.53 927.12 932.02 934.58 936.42 937.26 938.25 942.22 944.92 948.38 952.06 956.76 963.18 969.75 973.07 976.48 978.96 976.27 973.74 970.43 967.48 968.89 977.98 986.07 979.11 976.17 977.12 980.05 982.11 986.16 992.04 999.83 1008.52 1017.52 1024.11 1028.41 1032.61 1036.62 1041.22 1046.11 1050.01 1052.31 1055.21 1059.11 1061.11 1062.71 1064.31 1066.11 1068.51 1070.71 1072.61 1074.61 1076.71 1078.31 1080.21 1082.21 1084.21 1086.61 1088.61 1090.31 1090.89 1084.85 1093.72 1098.31 1101.82 1105.82 1111.14 1120.64 1130.43 1140.32 1144.42 1149.22 1153.73 1157.93 1159.50 1158.09 1157.19 1155.78 1152.09 1151.09 1151.78 1150.18 1149.48 1147.69 1145.99 1145.19 1144.59 1143.00 1142.40 1142.41 1143.91 1146.71 1149.30 1151.40 1152.81 1154.61 1156.51 1157.90 1158.31 1158.71 1159.11 1159.31 1160.01 1160.61 1161.41 1161.51 1160.41 1159.91 1159.83 1163.00 1161.93 1159.76 1152.97 1126.51 1129.87 1131.50 1134.79 1137.34
